Season,Rank,Team,Points Per Game,Opponent Points Per Game,Point Differential,Own FG%,Opponent FG%,Own 3p%,Opponent 3p%,FT%,Offensive Rebounds,Defensive Rebounds,Rebounding %,Own Turnovers,Opponent Turnovers
2011,,Chicago,106.2,101.4,+4.8,.451,.460,.357,.374,.813,.306,.774,.539,13.4,12.9
2011,,Charlotte,105.9,98.8,+7.1,.437,.430,.346,.311,.769,.196,.811,.502,10.9,13.4
2011,,Minnesota,105.9,104.0,+1.9,.458,.469,.414,.337,.743,.294,.765,.521,13.9,15.4
2011,,LA,105.7,90.4,+15.3,.446,.400,.346,.342,.726,.216,.791,.507,11.0,16.3
2011,,Denver,105.1,108.0,-2.9,.429,.465,.352,.330,.774,.267,.805,.543,17.8,12.8
2011,,Brooklyn,104.4,108.0,-3.6,.442,.453,.317,.358,.806,.215,.760,.489,17.1,15.5
2011,,Toronto,103.8,98.3,+5.5,.459,.431,.287,.346,.805,.253,.748,.501,10.8,13.8
2011,,Milwaukee,103.6,102.8,+0.8,.455,.431,.325,.323,.812,.251,.757,.512,15.5,14.5
2011,,Oklahoma City,103.2,100.8,+2.4,.436,.435,.356,.311,.736,.262,.772,.526,16.8,14.6
2011,,New Orleans,101.6,107.7,-6.1,.434,.448,.286,.350,.756,.175,.780,.467,12.7,14.3
2011,,San Antonio,101.4,96.3,+5.1,.438,.445,.396,.322,.863,.229,.832,.520,11.0,12.4
2011,,New York,101.3,108.8,-7.5,.447,.448,.342,.376,.746,.244,.723,.488,14.1,13.8
2011,,Washington,100.5,103.9,-3.4,.446,.456,.310,.390,.787,.270,.776,.515,15.1,14.8
2011,,Sacramento,99.8,103.6,-3.8,.446,.462,.331,.343,.773,.234,.759,.496,13.8,13.0
2011,,Utah,97.2,93.3,+3.9,.452,.432,.363,.351,.748,.203,.806,.508,12.4,12.1
2011,,Dallas,97.1,102.4,-5.3,.423,.467,.316,.412,.816,.198,.816,.486,11.3,16.9
2011,,Memphis,97.1,102.1,-5.0,.413,.452,.333,.356,.756,.240,.791,.499,15.3,15.8
2011,,Detroit,96.8,97.2,-0.4,.432,.431,.326,.356,.759,.218,.780,.497,12.1,12.6
2011,,Philadelphia,96.5,107.1,-10.6,.430,.467,.348,.352,.716,.175,.798,.490,17.0,12.6
2011,,Miami,96.1,98.0,-1.9,.417,.411,.370,.327,.706,.235,.735,.484,13.4,12.9
2011,,Orlando,92.3,102.7,-10.4,.406,.463,.314,.340,.707,.243,.726,.475,11.9,11.0
2012,,Golden State,114.6,106.9,+7.7,.502,.440,.362,.332,.791,.218,.714,.483,15.7,14.6
2012,,Cleveland,110.6,103.1,+7.5,.438,.446,.371,.336,.788,.252,.744,.499,12.0,15.3
2012,,Indiana,109.4,112.8,-3.4,.472,.470,.378,.356,.772,.204,.754,.477,15.0,16.3
2012,,Atlanta,108.6,99.3,+9.3,.478,.430,.356,.322,.689,.281,.786,.539,17.6,17.0
2012,,Boston,108.6,109.5,-0.9,.468,.441,.378,.374,.734,.216,.694,.458,12.5,14.5
2012,,Portland,108.4,111.7,-3.3,.459,.447,.375,.313,.795,.168,.739,.462,14.7,12.6
2012,,Houston,107.9,106.8,+1.1,.473,.452,.373,.370,.745,.253,.747,.511,17.1,12.6
2012,,LA Lakers,107.8,106.6,+1.2,.467,.464,.325,.305,.814,.259,.760,.513,17.3,15.9
2012,,Phoenix,107.6,113.0,-5.4,.443,.453,.303,.354,.765,.234,.793,.508,15.6,15.3
2012,,Chicago,106.2,101.4,+4.8,.451,.460,.357,.374,.813,.306,.774,.539,13.4,12.9
2012,,Charlotte,105.9,98.8,+7.1,.437,.430,.346,.311,.769,.196,.811,.502,10.9,13.4
2012,,Minnesota,105.9,104.0,+1.9,.458,.469,.414,.337,.743,.294,.765,.521,13.9,15.4
2012,,LA,105.7,90.4,+15.3,.446,.400,.346,.342,.726,.216,.791,.507,11.0,16.3
2012,,Denver,105.1,108.0,-2.9,.429,.465,.352,.330,.774,.267,.805,.543,17.8,12.8
2012,,Brooklyn,104.4,108.0,-3.6,.442,.453,.317,.358,.806,.215,.760,.489,17.1,15.5
2012,,Toronto,103.8,98.3,+5.5,.459,.431,.287,.346,.805,.253,.748,.501,10.8,13.8
2012,,Milwaukee,103.6,102.8,+0.8,.455,.431,.325,.323,.812,.251,.757,.512,15.5,14.5
2012,,Oklahoma City,103.2,100.8,+2.4,.436,.435,.356,.311,.736,.262,.772,.526,16.8,14.6
2012,,New Orleans,101.6,107.7,-6.1,.434,.448,.286,.350,.756,.175,.780,.467,12.7,14.3
2012,,San Antonio,101.4,96.3,+5.1,.438,.445,.396,.322,.863,.229,.832,.520,11.0,12.4
2012,,New York,101.3,108.8,-7.5,.447,.448,.342,.376,.746,.244,.723,.488,14.1,13.8
2012,,Washington,100.5,103.9,-3.4,.446,.456,.310,.390,.787,.270,.776,.515,15.1,14.8
2012,,Sacramento,99.8,103.6,-3.8,.446,.462,.331,.343,.773,.234,.759,.496,13.8,13.0
2012,,Utah,97.2,93.3,+3.9,.452,.432,.363,.351,.748,.203,.806,.508,12.4,12.1
2012,,Dallas,97.1,102.4,-5.3,.423,.467,.316,.412,.816,.198,.816,.486,11.3,16.9
2012,,Memphis,97.1,102.1,-5.0,.413,.452,.333,.356,.756,.240,.791,.499,15.3,15.8
2012,,Detroit,96.8,97.2,-0.4,.432,.431,.326,.356,.759,.218,.780,.497,12.1,12.6
2012,,Philadelphia,96.5,107.1,-10.6,.430,.467,.348,.352,.716,.175,.798,.490,17.0,12.6
2012,,Miami,96.1,98.0,-1.9,.417,.411,.370,.327,.706,.235,.735,.484,13.4,12.9
2012,,Orlando,92.3,102.7,-10.4,.406,.463,.314,.340,.707,.243,.726,.475,11.9,11.0
2013,,Golden State,114.6,106.9,+7.7,.502,.440,.362,.332,.791,.218,.714,.483,15.7,14.6
2013,,Cleveland,110.6,103.1,+7.5,.438,.446,.371,.336,.788,.252,.744,.499,12.0,15.3
2013,,Indiana,109.4,112.8,-3.4,.472,.470,.378,.356,.772,.204,.754,.477,15.0,16.3
2013,,Atlanta,108.6,99.3,+9.3,.478,.430,.356,.322,.689,.281,.786,.539,17.6,17.0
2013,,Boston,108.6,109.5,-0.9,.468,.441,.378,.374,.734,.216,.694,.458,12.5,14.5
2013,,Portland,108.4,111.7,-3.3,.459,.447,.375,.313,.795,.168,.739,.462,14.7,12.6
2013,,Houston,107.9,106.8,+1.1,.473,.452,.373,.370,.745,.253,.747,.511,17.1,12.6
2013,,LA Lakers,107.8,106.6,+1.2,.467,.464,.325,.305,.814,.259,.760,.513,17.3,15.9
2013,,Phoenix,107.6,113.0,-5.4,.443,.453,.303,.354,.765,.234,.793,.508,15.6,15.3
2013,,Chicago,106.2,101.4,+4.8,.451,.460,.357,.374,.813,.306,.774,.539,13.4,12.9
2013,,Charlotte,105.9,98.8,+7.1,.437,.430,.346,.311,.769,.196,.811,.502,10.9,13.4
2013,,Minnesota,105.9,104.0,+1.9,.458,.469,.414,.337,.743,.294,.765,.521,13.9,15.4
2013,,LA,105.7,90.4,+15.3,.446,.400,.346,.342,.726,.216,.791,.507,11.0,16.3
2013,,Denver,105.1,108.0,-2.9,.429,.465,.352,.330,.774,.267,.805,.543,17.8,12.8
2013,,Brooklyn,104.4,108.0,-3.6,.442,.453,.317,.358,.806,.215,.760,.489,17.1,15.5
2013,,Toronto,103.8,98.3,+5.5,.459,.431,.287,.346,.805,.253,.748,.501,10.8,13.8
2013,,Milwaukee,103.6,102.8,+0.8,.455,.431,.325,.323,.812,.251,.757,.512,15.5,14.5
2013,,Oklahoma City,103.2,100.8,+2.4,.436,.435,.356,.311,.736,.262,.772,.526,16.8,14.6
2013,,New Orleans,101.6,107.7,-6.1,.434,.448,.286,.350,.756,.175,.780,.467,12.7,14.3
2013,,San Antonio,101.4,96.3,+5.1,.438,.445,.396,.322,.863,.229,.832,.520,11.0,12.4
2013,,New York,101.3,108.8,-7.5,.447,.448,.342,.376,.746,.244,.723,.488,14.1,13.8
2013,,Washington,100.5,103.9,-3.4,.446,.456,.310,.390,.787,.270,.776,.515,15.1,14.8
2013,,Sacramento,99.8,103.6,-3.8,.446,.462,.331,.343,.773,.234,.759,.496,13.8,13.0
2013,,Utah,97.2,93.3,+3.9,.452,.432,.363,.351,.748,.203,.806,.508,12.4,12.1
2013,,Dallas,97.1,102.4,-5.3,.423,.467,.316,.412,.816,.198,.816,.486,11.3,16.9
2013,,Memphis,97.1,102.1,-5.0,.413,.452,.333,.356,.756,.240,.791,.499,15.3,15.8
2013,,Detroit,96.8,97.2,-0.4,.432,.431,.326,.356,.759,.218,.780,.497,12.1,12.6
2013,,Philadelphia,96.5,107.1,-10.6,.430,.467,.348,.352,.716,.175,.798,.490,17.0,12.6
2013,,Miami,96.1,98.0,-1.9,.417,.411,.370,.327,.706,.235,.735,.484,13.4,12.9
2013,,Orlando,92.3,102.7,-10.4,.406,.463,.314,.340,.707,.243,.726,.475,11.9,11.0
2014,,Golden State,114.6,106.9,+7.7,.502,.440,.362,.332,.791,.218,.714,.483,15.7,14.6
2014,,Cleveland,110.6,103.1,+7.5,.438,.446,.371,.336,.788,.252,.744,.499,12.0,15.3
2014,,Indiana,109.4,112.8,-3.4,.472,.470,.378,.356,.772,.204,.754,.477,15.0,16.3
2014,,Atlanta,108.6,99.3,+9.3,.478,.430,.356,.322,.689,.281,.786,.539,17.6,17.0
2014,,Boston,108.6,109.5,-0.9,.468,.441,.378,.374,.734,.216,.694,.458,12.5,14.5
2014,,Portland,108.4,111.7,-3.3,.459,.447,.375,.313,.795,.168,.739,.462,14.7,12.6
2014,,Houston,107.9,106.8,+1.1,.473,.452,.373,.370,.745,.253,.747,.511,17.1,12.6
2014,,LA Lakers,107.8,106.6,+1.2,.467,.464,.325,.305,.814,.259,.760,.513,17.3,15.9
2014,,Phoenix,107.6,113.0,-5.4,.443,.453,.303,.354,.765,.234,.793,.508,15.6,15.3
2014,,Chicago,106.2,101.4,+4.8,.451,.460,.357,.374,.813,.306,.774,.539,13.4,12.9
2014,,Charlotte,105.9,98.8,+7.1,.437,.430,.346,.311,.769,.196,.811,.502,10.9,13.4
2014,,Minnesota,105.9,104.0,+1.9,.458,.469,.414,.337,.743,.294,.765,.521,13.9,15.4
2014,,LA,105.7,90.4,+15.3,.446,.400,.346,.342,.726,.216,.791,.507,11.0,16.3
2014,,Denver,105.1,108.0,-2.9,.429,.465,.352,.330,.774,.267,.805,.543,17.8,12.8
2014,,Brooklyn,104.4,108.0,-3.6,.442,.453,.317,.358,.806,.215,.760,.489,17.1,15.5
2014,,Toronto,103.8,98.3,+5.5,.459,.431,.287,.346,.805,.253,.748,.501,10.8,13.8
2014,,Milwaukee,103.6,102.8,+0.8,.455,.431,.325,.323,.812,.251,.757,.512,15.5,14.5
2014,,Oklahoma City,103.2,100.8,+2.4,.436,.435,.356,.311,.736,.262,.772,.526,16.8,14.6
2014,,New Orleans,101.6,107.7,-6.1,.434,.448,.286,.350,.756,.175,.780,.467,12.7,14.3
2014,,San Antonio,101.4,96.3,+5.1,.438,.445,.396,.322,.863,.229,.832,.520,11.0,12.4
2014,,New York,101.3,108.8,-7.5,.447,.448,.342,.376,.746,.244,.723,.488,14.1,13.8
2014,,Washington,100.5,103.9,-3.4,.446,.456,.310,.390,.787,.270,.776,.515,15.1,14.8
2014,,Sacramento,99.8,103.6,-3.8,.446,.462,.331,.343,.773,.234,.759,.496,13.8,13.0
2014,,Utah,97.2,93.3,+3.9,.452,.432,.363,.351,.748,.203,.806,.508,12.4,12.1
2014,,Dallas,97.1,102.4,-5.3,.423,.467,.316,.412,.816,.198,.816,.486,11.3,16.9
2014,,Memphis,97.1,102.1,-5.0,.413,.452,.333,.356,.756,.240,.791,.499,15.3,15.8
2014,,Detroit,96.8,97.2,-0.4,.432,.431,.326,.356,.759,.218,.780,.497,12.1,12.6
2014,,Philadelphia,96.5,107.1,-10.6,.430,.467,.348,.352,.716,.175,.798,.490,17.0,12.6
2014,,Miami,96.1,98.0,-1.9,.417,.411,.370,.327,.706,.235,.735,.484,13.4,12.9
2014,,Orlando,92.3,102.7,-10.4,.406,.463,.314,.340,.707,.243,.726,.475,11.9,11.0
2015,,Golden State,114.6,106.9,+7.7,.502,.440,.362,.332,.791,.218,.714,.483,15.7,14.6
2015,,Cleveland,110.6,103.1,+7.5,.438,.446,.371,.336,.788,.252,.744,.499,12.0,15.3
2015,,Indiana,109.4,112.8,-3.4,.472,.470,.378,.356,.772,.204,.754,.477,15.0,16.3
2015,,Atlanta,108.6,99.3,+9.3,.478,.430,.356,.322,.689,.281,.786,.539,17.6,17.0
2015,,Boston,108.6,109.5,-0.9,.468,.441,.378,.374,.734,.216,.694,.458,12.5,14.5
2015,,Portland,108.4,111.7,-3.3,.459,.447,.375,.313,.795,.168,.739,.462,14.7,12.6
2015,,Houston,107.9,106.8,+1.1,.473,.452,.373,.370,.745,.253,.747,.511,17.1,12.6
2015,,LA Lakers,107.8,106.6,+1.2,.467,.464,.325,.305,.814,.259,.760,.513,17.3,15.9
2015,,Phoenix,107.6,113.0,-5.4,.443,.453,.303,.354,.765,.234,.793,.508,15.6,15.3
2015,,Chicago,106.2,101.4,+4.8,.451,.460,.357,.374,.813,.306,.774,.539,13.4,12.9
2015,,Charlotte,105.9,98.8,+7.1,.437,.430,.346,.311,.769,.196,.811,.502,10.9,13.4
2015,,Minnesota,105.9,104.0,+1.9,.458,.469,.414,.337,.743,.294,.765,.521,13.9,15.4
2015,,LA,105.7,90.4,+15.3,.446,.400,.346,.342,.726,.216,.791,.507,11.0,16.3
2015,,Denver,105.1,108.0,-2.9,.429,.465,.352,.330,.774,.267,.805,.543,17.8,12.8
2015,,Brooklyn,104.4,108.0,-3.6,.442,.453,.317,.358,.806,.215,.760,.489,17.1,15.5
2015,,Toronto,103.8,98.3,+5.5,.459,.431,.287,.346,.805,.253,.748,.501,10.8,13.8
2015,,Milwaukee,103.6,102.8,+0.8,.455,.431,.325,.323,.812,.251,.757,.512,15.5,14.5
2015,,Oklahoma City,103.2,100.8,+2.4,.436,.435,.356,.311,.736,.262,.772,.526,16.8,14.6
2015,,New Orleans,101.6,107.7,-6.1,.434,.448,.286,.350,.756,.175,.780,.467,12.7,14.3
2015,,San Antonio,101.4,96.3,+5.1,.438,.445,.396,.322,.863,.229,.832,.520,11.0,12.4
2015,,New York,101.3,108.8,-7.5,.447,.448,.342,.376,.746,.244,.723,.488,14.1,13.8
2015,,Washington,100.5,103.9,-3.4,.446,.456,.310,.390,.787,.270,.776,.515,15.1,14.8
2015,,Sacramento,99.8,103.6,-3.8,.446,.462,.331,.343,.773,.234,.759,.496,13.8,13.0
2015,,Utah,97.2,93.3,+3.9,.452,.432,.363,.351,.748,.203,.806,.508,12.4,12.1
2015,,Dallas,97.1,102.4,-5.3,.423,.467,.316,.412,.816,.198,.816,.486,11.3,16.9
2015,,Memphis,97.1,102.1,-5.0,.413,.452,.333,.356,.756,.240,.791,.499,15.3,15.8
2015,,Detroit,96.8,97.2,-0.4,.432,.431,.326,.356,.759,.218,.780,.497,12.1,12.6
2015,,Philadelphia,96.5,107.1,-10.6,.430,.467,.348,.352,.716,.175,.798,.490,17.0,12.6
2015,,Miami,96.1,98.0,-1.9,.417,.411,.370,.327,.706,.235,.735,.484,13.4,12.9
2015,,Orlando,92.3,102.7,-10.4,.406,.463,.314,.340,.707,.243,.726,.475,11.9,11.0
2016,,Golden State,114.6,106.9,+7.7,.502,.440,.362,.332,.791,.218,.714,.483,15.7,14.6
2016,,Cleveland,110.6,103.1,+7.5,.438,.446,.371,.336,.788,.252,.744,.499,12.0,15.3
2016,,Indiana,109.4,112.8,-3.4,.472,.470,.378,.356,.772,.204,.754,.477,15.0,16.3
2016,,Atlanta,108.6,99.3,+9.3,.478,.430,.356,.322,.689,.281,.786,.539,17.6,17.0
2016,,Boston,108.6,109.5,-0.9,.468,.441,.378,.374,.734,.216,.694,.458,12.5,14.5
2016,,Portland,108.4,111.7,-3.3,.459,.447,.375,.313,.795,.168,.739,.462,14.7,12.6
2016,,Houston,107.9,106.8,+1.1,.473,.452,.373,.370,.745,.253,.747,.511,17.1,12.6
2016,,LA Lakers,107.8,106.6,+1.2,.467,.464,.325,.305,.814,.259,.760,.513,17.3,15.9
2016,,Phoenix,107.6,113.0,-5.4,.443,.453,.303,.354,.765,.234,.793,.508,15.6,15.3
2016,,Chicago,106.2,101.4,+4.8,.451,.460,.357,.374,.813,.306,.774,.539,13.4,12.9
2016,,Charlotte,105.9,98.8,+7.1,.437,.430,.346,.311,.769,.196,.811,.502,10.9,13.4
2016,,Minnesota,105.9,104.0,+1.9,.458,.469,.414,.337,.743,.294,.765,.521,13.9,15.4
2016,,LA,105.7,90.4,+15.3,.446,.400,.346,.342,.726,.216,.791,.507,11.0,16.3
2016,,Denver,105.1,108.0,-2.9,.429,.465,.352,.330,.774,.267,.805,.543,17.8,12.8
2016,,Brooklyn,104.4,108.0,-3.6,.442,.453,.317,.358,.806,.215,.760,.489,17.1,15.5
2016,,Toronto,103.8,98.3,+5.5,.459,.431,.287,.346,.805,.253,.748,.501,10.8,13.8
2016,,Milwaukee,103.6,102.8,+0.8,.455,.431,.325,.323,.812,.251,.757,.512,15.5,14.5
2016,,Oklahoma City,103.2,100.8,+2.4,.436,.435,.356,.311,.736,.262,.772,.526,16.8,14.6
2016,,New Orleans,101.6,107.7,-6.1,.434,.448,.286,.350,.756,.175,.780,.467,12.7,14.3
2016,,San Antonio,101.4,96.3,+5.1,.438,.445,.396,.322,.863,.229,.832,.520,11.0,12.4
2016,,New York,101.3,108.8,-7.5,.447,.448,.342,.376,.746,.244,.723,.488,14.1,13.8
2016,,Washington,100.5,103.9,-3.4,.446,.456,.310,.390,.787,.270,.776,.515,15.1,14.8
2016,,Sacramento,99.8,103.6,-3.8,.446,.462,.331,.343,.773,.234,.759,.496,13.8,13.0
2016,,Utah,97.2,93.3,+3.9,.452,.432,.363,.351,.748,.203,.806,.508,12.4,12.1
2016,,Dallas,97.1,102.4,-5.3,.423,.467,.316,.412,.816,.198,.816,.486,11.3,16.9
2016,,Memphis,97.1,102.1,-5.0,.413,.452,.333,.356,.756,.240,.791,.499,15.3,15.8
2016,,Detroit,96.8,97.2,-0.4,.432,.431,.326,.356,.759,.218,.780,.497,12.1,12.6
2016,,Philadelphia,96.5,107.1,-10.6,.430,.467,.348,.352,.716,.175,.798,.490,17.0,12.6
2016,,Miami,96.1,98.0,-1.9,.417,.411,.370,.327,.706,.235,.735,.484,13.4,12.9
2016,,Orlando,92.3,102.7,-10.4,.406,.463,.314,.340,.707,.243,.726,.475,11.9,11.0
